# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std real_increment_mean fake_increment_mean increment_std_rel_error increment_mean_abs_error checkpoint_selection_score
5.704748296737671254e+00 -1.298234649002552032e-01 -8.613044023513793598e-03 5.696135222911834495e-01 1.086198687553405762e-01 1.172329127788543646e-01 2.518664319068193366e-02 2.767346128821373055e-02 5.696102625734056617e-05 4.669419877245672978e-05 9.873559086877786717e-02 4.076298459762406757e-04 6.773697870294513868e-01
4.539445018768310192e+00 -1.460212543606758118e-01 -1.256662532687187125e-02 4.526878356933593528e-01 1.304729692637920380e-01 1.430395945906638988e-01 2.518630791455507209e-02 2.833935339003801346e-02 5.696103656873674617e-05 4.885607559117488834e-05 1.251888719082807633e-01 3.218002815155067767e-04 5.907651332100274377e-01
3.313378620147704900e+00 -1.837278604507446289e-01 -1.964463144540786604e-02 3.293733984231949075e-01 1.541002720594406017e-01 1.737449035048484747e-01 2.518668882548808982e-02 2.906521093100309511e-02 5.696103085028880741e-05 2.352955942797052558e-05 1.539909486409376527e-01 1.327346824055705265e-03 5.043363253335961804e-01
2.173624801635742010e+00 -2.270936071872711182e-01 -2.910448014736175676e-02 2.144520297646522466e-01 1.801618143916129955e-01 2.092662945389747731e-01 2.518653031438589096e-02 2.974956966936588218e-02 5.696103289665188640e-05 6.617242943320888484e-05 1.811698275960040572e-01 3.657270938557964971e-04 4.250920646018738758e-01
1.279756134748458951e+00 -2.481270879507064819e-01 -3.524427562952041348e-02 1.244511842727661077e-01 2.031391277909278814e-01 2.383834034204483088e-01 2.518661059439182212e-02 3.060104921460151534e-02 5.696103908121585575e-05 5.026893295507761379e-05 2.149728960037333159e-01 2.657009406165448929e-04 3.749340568466363877e-01
6.894133150577544944e-01 -2.566648051142692566e-01 -4.711787253618240218e-02 6.422954425215721130e-02 2.183072969317436107e-01 2.654251694679260476e-01 2.518684417009353638e-02 3.139962777495384355e-02 5.696103507943916930e-05 -6.702490309180575152e-05 2.466678065206200643e-01 4.922646812320427209e-03 3.629378701212800928e-01
3.750735014677047952e-01 -2.984000295400619507e-01 -5.750603377819061418e-02 3.175674621015787263e-02 2.224369823932647594e-01 2.799430161714553944e-01 2.518669199198484560e-02 3.207835033535957198e-02 5.696102487036114055e-05 -4.882713474216870828e-05 2.736230047714973690e-01 4.200160927921563897e-03 3.670859456877674787e-01
2.436321318149566595e-01 -2.766565233469009399e-01 -7.501624077558517734e-02 1.686158953234553198e-02 2.146164670586586110e-01 2.896327078342437744e-01 2.518634088337421556e-02 3.283830769360065321e-02 5.696103280570241487e-05 -3.982819653174374524e-05 3.038141524946075811e-01 3.842925408727985558e-03 3.995349082112662487e-01
1.221273303031921442e-01 -1.839545592665672302e-01 -1.776733249425888062e-02 1.043599983677268028e-02 1.968417018651962280e-01 2.146090343594551086e-01 2.518666610121727059e-02 3.338113650679588179e-02 5.696102825822890601e-05 4.150420472797123055e-05 3.253495469516397565e-01 6.136907309418358812e-04 3.541665700136131800e-01
9.193980544805527289e-02 -1.604980453848838806e-01 -1.450383216142654350e-02 7.743597030639648438e-03 1.741712555289268438e-01 1.886750876903534047e-01 2.518636919558048248e-02 3.357939533889293948e-02 5.696102766705735121e-05 -5.726761446567252109e-06 3.332368424287199815e-01 2.488956968126062458e-03 3.579732285889122290e-01
9.925280883908271790e-02 -1.755922734737396240e-01 -3.702211081981658658e-02 6.223069829866289746e-03 1.503072753548622131e-01 1.873293861746788136e-01 2.518641240894794325e-02 3.345501199364662309e-02 5.696103198715718463e-05 8.836111419441294856e-05 3.282960451101328836e-01 1.246707220392118728e-03 3.727879329802079034e-01
5.910369381308555603e-02 -6.580630131065845490e-02 -3.753283992409706116e-03 5.535040982067584991e-03 1.269635237753391210e-01 1.307168077677488272e-01 2.518683727830648561e-02 3.332253023982047896e-02 5.696103698937804438e-05 2.744227003859123215e-05 3.230136785851346892e-01 1.171991807603388292e-03 3.334739953672153923e-01
1.788183040916919639e-02 -2.750867325812578201e-02 3.386692516505718231e-02 5.174875585362314831e-03 1.051189061254262924e-01 7.125198077410459241e-02 2.518661431968212058e-02 3.284448310732841769e-02 5.696102416550274803e-05 9.041600333148380064e-06 3.040451840864533684e-01 1.902575043323909013e-03 3.449895598801968055e-01
4.323071427643299103e-02 -4.984659329056739807e-02 5.837944895029067646e-03 4.906865814700722521e-03 8.557750582695007602e-02 7.973956111818551740e-02 2.518656179308891366e-02 3.213411793112754683e-02 5.696104012713476821e-05 5.232167384292551879e-05 2.758437691828651839e-01 1.842000635949473742e-04 2.867727799561899382e-01
1.448199637234210899e-02 -2.602764777839183807e-02 3.221047874540090838e-02 4.669247474521398371e-03 6.842723563313483914e-02 3.621675680624321381e-02 2.518666870892048021e-02 3.141755890101194382e-02 5.696103899026639099e-05 7.495843628930742581e-05 2.473884205908204181e-01 7.145604488755693531e-04 2.849827072596183286e-01
