# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std increment_std_rel_error checkpoint_selection_score
-1.958976853638887475e-02 7.189072296023368835e-02 1.994722746312618117e-02 3.574587608454748853e-05 -5.189501233398914615e-02 -7.184223979711532038e-02 3.546326123178004941e-02 3.644998334348201890e-02 2.782378375257559683e-02 4.780675709178632687e-02
-1.899381214752793312e-02 7.014501839876174927e-02 1.935787647962570329e-02 3.640641516540199247e-05 -5.200086086988449374e-02 -7.135873734951019010e-02 3.546358644962310791e-02 3.647418841719627519e-02 2.849689128256261555e-02 4.789117417735372362e-02
-1.827428359538316865e-02 7.048109173774719238e-02 1.862772069871425698e-02 3.534372881404123929e-05 -5.211043916642665863e-02 -7.073815986514091214e-02 3.546342998743057251e-02 3.653797134757041931e-02 3.029998396913102451e-02 4.896304839665932551e-02
-1.824065968394279411e-02 6.907945126295089722e-02 1.859948635101318221e-02 3.588268009480088949e-05 -5.221665576100349704e-02 -7.081614211201667231e-02 3.546354733407497406e-02 3.658414296805858473e-02 3.159852068366814093e-02 5.023388971477612402e-02
-1.762997563928365638e-02 7.012321427464485168e-02 1.799010746181011269e-02 3.601317985157947987e-05 -5.232166461646556993e-02 -7.031177207827568609e-02 3.546368144452571869e-02 3.669035322964191159e-02 3.458952187466583783e-02 5.261564251632752653e-02
-1.709857434034347395e-02 7.033465802669525146e-02 1.746093258261680742e-02 3.623583070293534818e-05 -5.242192670702934543e-02 -6.988285928964614591e-02 3.546348214149475098e-02 3.667704910039901872e-02 3.422018610660033239e-02 5.171735451992007238e-02
-1.729365782812237670e-02 6.884069740772247314e-02 1.765553243458271165e-02 3.618745176936499774e-05 -5.251899175345897675e-02 -7.017452418804168146e-02 3.546347208321094790e-02 3.680652938783168793e-02 3.787156828388205804e-02 5.556328817023413469e-02
-1.669476032257079939e-02 7.003261893987655640e-02 1.704774200916290422e-02 3.529818459355737878e-05 -5.261502712965011874e-02 -6.966276913881301602e-02 3.546350114047527174e-02 3.690041601657867432e-02 4.051813356980994707e-02 5.760117376356641006e-02
-1.581932706758380075e-02 6.928264349699020386e-02 1.617748662829399109e-02 3.581596065487247231e-05 -5.270779058337211886e-02 -6.888527721166610995e-02 3.546364121139049252e-02 3.703764937818050662e-02 4.438371563042088630e-02 6.059701821936974708e-02
-1.573549695312976768e-02 6.759696826338768005e-02 1.608946435153484414e-02 3.539673016348387911e-05 -5.279511697590351382e-02 -6.888458132743835449e-02 3.546345345675945560e-02 3.704957440495491167e-02 4.472550734757645141e-02 6.085036842927477735e-02
-1.505873659625649522e-02 6.888921931385993958e-02 1.541841812431812321e-02 3.596815367927775058e-05 -5.287932045757770538e-02 -6.829773858189583380e-02 3.546337261795997481e-02 3.715153187513351579e-02 4.760289652403199012e-02 6.305728280202939351e-02
-1.448777252808213303e-02 6.756183132529258728e-02 1.484182216227054527e-02 3.540497455105651441e-05 -5.296261273324489455e-02 -6.780443489551543634e-02 3.546370118856430331e-02 3.730869181454181394e-02 5.202476233700122771e-02 6.690198947382282324e-02
-1.409400468692183564e-02 6.604272127151489258e-02 1.445175781846046517e-02 3.577532152121420950e-05 -5.304488614201545438e-02 -6.749664396047591608e-02 3.546352870762348175e-02 3.739801049232482910e-02 5.454848558911030293e-02 6.903601872909198578e-02
-1.381366634741425584e-02 6.696868687868118286e-02 1.416800171136856079e-02 3.543352941051125662e-05 -5.312161222100257596e-02 -6.728961393237113675e-02 3.546324260532855710e-02 3.752119131386279921e-02 5.803047204056272640e-02 7.223390728134179706e-02
-1.286356179043650697e-02 6.710849702358245850e-02 1.321807987987995078e-02 3.545179461070801927e-05 -5.319422893226146559e-02 -6.641230881214141291e-02 3.546355105936527252e-02 3.766626082360744615e-02 6.211193460273534833e-02 7.536546627722599812e-02
-1.246915394440293277e-02 6.623224541544914246e-02 1.281897686421871151e-02 3.498230471450369534e-05 -5.326839871704578538e-02 -6.608737558126449863e-02 3.546330668032169481e-02 3.756283856928348264e-02 5.920293637106317786e-02 7.205689553999639063e-02
-1.138713946565985714e-02 6.431255117058753967e-02 1.173893399536609684e-02 3.517944533086847785e-05 -5.333362407982349118e-02 -6.507255807518959323e-02 3.546364568173885484e-02 3.795774132013320784e-02 7.032823587024215894e-02 8.210234931093912669e-02
-1.135013457387685706e-02 6.517165526747703552e-02 1.169935874640941689e-02 3.492242212814744833e-05 -5.340098850429057797e-02 -6.510034725069999140e-02 3.546352386474609097e-02 3.798177465796470642e-02 7.100960419928747935e-02 8.274388536782503745e-02
-1.040150290355086257e-02 6.359074264764785767e-02 1.075117811560630764e-02 3.496752142382319881e-05 -5.346497185528278212e-02 -6.421614997088909149e-02 3.546327911317348480e-02 3.805975243449211121e-02 7.321582736213762266e-02 8.400197299916774274e-02
-8.812952460721135486e-03 6.189011968672275543e-02 9.163190051913261761e-03 3.502376421238295734e-05 -5.352383852005004883e-02 -6.268702857196331579e-02 3.546318560838699480e-02 3.821287602186203280e-02 7.753647525526312367e-02 8.673468907138877360e-02
-8.509928174316883781e-03 6.651197001338005066e-02 8.855552226305008628e-03 3.456240337982307984e-05 -5.357526876032352170e-02 -6.243082098662853380e-02 3.546367213129997253e-02 3.823378719389438490e-02 7.811134313052195410e-02 8.700145776020677679e-02
-8.595669968053698193e-03 6.210573017597198486e-02 8.945386856794357300e-03 3.497168690955731882e-05 -5.362647287547588071e-02 -6.257185973227023801e-02 3.546343483030796329e-02 3.842037767171859602e-02 8.338004639077355173e-02 9.236040493447746080e-02
-7.140601472929120237e-03 6.156520172953605652e-02 7.500322163105010639e-03 3.597206050471868095e-05 -5.367441512644290785e-02 -6.117473728954792023e-02 3.546343259513377866e-02 3.855117112398147305e-02 8.706823628754763178e-02 9.460453051115735867e-02
-6.665062997490167965e-03 6.284486874938011169e-02 7.017434015870094646e-03 3.523709965520538119e-05 -5.372185073792934418e-02 -6.073928475379943709e-02 3.546366319060325484e-02 3.866927549242973189e-02 9.039146025347633007e-02 9.744413136900163808e-02
-6.056036986410618002e-03 6.103938072919845581e-02 6.397039070725441326e-03 3.410021708987187865e-05 -5.376492477953433852e-02 -6.016196385025977811e-02 3.546355701982974867e-02 3.882335796952247897e-02 9.473953635613398261e-02 1.011706756439492982e-01
-4.996227053925395185e-03 6.049101985991001129e-02 5.348059907555579792e-03 3.518328703648876670e-05 -5.379985123872756819e-02 -5.914791114628314972e-02 3.546376191079616408e-02 3.906302861869335313e-02 1.014913961144088272e-01 1.068746393090008878e-01
-3.905021084938198241e-03 5.842237733304500580e-02 4.257082566618919026e-03 3.520614554872736199e-05 -5.383467413485050479e-02 -5.809175670146941861e-02 3.546349853277206560e-02 3.913398608565330644e-02 1.035004357899381444e-01 1.077927245021057800e-01
-3.784380829893052665e-03 5.791058763861656189e-02 4.137137904763221741e-03 3.527570843289140747e-05 -5.386363677680492540e-02 -5.800077468156814714e-02 3.546333685517311096e-02 3.927939683198929111e-02 1.076057786748264716e-01 1.117781922880225903e-01
-2.122450282331556255e-03 5.964066833257675171e-02 2.470539510250091639e-03 3.480892155494075269e-05 -5.389248281717300137e-02 -5.636302232742309432e-02 3.546329997479915480e-02 3.937741927802562714e-02 1.103709836901118485e-01 1.128763321219168753e-01
-2.865723354625515727e-03 5.631075426936149597e-02 3.220005705952644175e-03 3.542823578754905882e-05 -5.392253734171390672e-02 -5.714254304766654829e-02 3.546324819326400479e-02 3.967862054705619673e-02 1.188659406126821305e-01 1.221213745544223184e-01
-2.483643099549226289e-03 5.574665218591690063e-02 2.832724899053573782e-03 3.490818235150072588e-05 -5.394137464463710785e-02 -5.677409954369068423e-02 3.546325229108333865e-02 3.949069008231163164e-02 1.135665098637149151e-01 1.164341429451199866e-01
-9.611701534595340490e-04 5.625417642295360565e-02 1.312849298119544940e-03 3.516791512083728002e-05 -5.395591706037521085e-02 -5.526876635849475861e-02 3.546351902186870714e-02 3.972044810652732710e-02 1.200368491889801659e-01 1.213848664022205565e-01
2.436503476928919608e-04 5.389089137315750122e-02 1.175399869680404717e-04 3.611903230194002390e-05 -5.397306755185127258e-02 -5.409060753881931444e-02 3.546356745064258714e-02 4.007523804903030673e-02 1.300396697167058024e-01 1.301933287359757774e-01
-1.593399792909622192e-05 5.225553549826145172e-02 3.720000386238098145e-04 3.560660334187559648e-05 -5.398611836135387698e-02 -5.435811839997768680e-02 3.546356856822967252e-02 4.019227921962738315e-02 1.333399554014602084e-01 1.337475620434258883e-01
1.788368762936443004e-03 5.113014951348304749e-02 -1.423620060086250218e-03 3.647486955742351982e-05 -5.398870296776294569e-02 -5.256508290767669678e-02 3.546326868236064633e-02 4.034929201006889204e-02 1.377770157436380427e-01 1.392371106732817332e-01
2.207220543641597206e-03 5.369129963219165802e-02 -1.845828071236610456e-03 3.613924673118162900e-05 -5.398783497512340407e-02 -5.214200690388679643e-02 3.546318709850311557e-02 4.054651930928230424e-02 1.433410989406085634e-01 1.452230662585763665e-01
3.071201834245584905e-03 5.079301632940769196e-02 -2.702874317765236074e-03 3.683275135699659450e-05 -5.398801192641258101e-02 -5.128513760864734927e-02 3.546363003551959714e-02 4.067346379160881320e-02 1.469063869300535341e-01 1.496460939991757499e-01
4.319770762231200587e-03 4.998823441565036774e-02 -3.956374898552894766e-03 3.633958258433267610e-05 -5.398315452039241513e-02 -5.002677962183952470e-02 3.546347506344318251e-02 4.079063721001148501e-02 1.502154579292621639e-01 1.542081724103993856e-01
5.099200038239359509e-03 5.000638961791992188e-02 -4.734779149293899883e-03 3.644208300102036446e-05 -5.397825576364993772e-02 -4.924347661435603957e-02 3.546351231634616713e-02 4.089172556996345520e-02 1.530647389080579401e-01 1.578359601403528656e-01
5.587604059837758368e-03 4.864528402686119080e-02 -5.217969790101051678e-03 3.696342500916216658e-05 -5.396298207342624387e-02 -4.874501228332519392e-02 3.546276055276394168e-02 4.114283770322799821e-02 1.601701915408609012e-01 1.654251247559711258e-01
6.033775303512812008e-03 4.843915812671184540e-02 -5.657807365059852947e-03 3.759679711947683380e-05 -5.394514650106430054e-02 -4.828733913600444932e-02 3.546328693628311018e-02 4.133414551615714749e-02 1.655475024144451579e-01 1.712429065766244984e-01
7.016866607591510166e-03 4.702185839414596558e-02 -6.641392782330513174e-03 3.754738536372314868e-05 -5.392134226858615736e-02 -4.727994948625564853e-02 3.546363562345504483e-02 4.159278124570846280e-02 1.728290265318109808e-01 1.795079666995051948e-01
8.599337004125118950e-03 4.683902114629745483e-02 -8.220306038856506695e-03 3.790308983298018575e-05 -5.389438346028328081e-02 -4.567407742142677585e-02 3.546335585415363173e-02 4.184273891150951108e-02 1.798866154520684102e-01 1.881448245807579023e-01
8.097713161259890297e-03 4.556324519217014313e-02 -7.720199227333068674e-03 3.775139266508631679e-05 -5.386693291366100034e-02 -4.614673368632793427e-02 3.546361736953258792e-02 4.185109585523605347e-02 1.801135631192250230e-01 1.878715137392232004e-01
8.859336469322442661e-03 4.388033971190452576e-02 -8.482891321182250283e-03 3.764451794268098000e-05 -5.383435748517513553e-02 -4.535146616399288177e-02 3.546339645981788635e-02 4.215060397982597212e-02 1.885664709920415738e-01 1.970870068311665058e-01
9.000665228813885949e-03 4.345367103815078735e-02 -8.606325089931487343e-03 3.943400333810132268e-05 -5.379489138722419461e-02 -4.518856629729271074e-02 3.546343594789504866e-02 4.237233363091945371e-02 1.948174929519109200e-01 2.034632520451805093e-01
1.072243815287947724e-02 4.136135242879390717e-02 -1.033800281584262848e-02 3.844353668682742999e-05 -5.375356115400790891e-02 -4.341555833816528043e-02 3.546351976692676405e-02 4.244882725179195682e-02 1.969716353756490457e-01 2.073480817281785071e-01
1.158241257071495126e-02 4.265778884291648865e-02 -1.120174303650856018e-02 3.806695603998377648e-05 -5.370587036013603488e-02 -4.250412732362747470e-02 3.546350151300430020e-02 4.274605177342891832e-02 2.053533900917479393e-01 2.165932000842964722e-01
1.172166150063276222e-02 4.381738230586051941e-02 -1.133225224912166526e-02 3.894092915288638188e-05 -5.365897715091705322e-02 -4.232672490179538449e-02 3.546367473900317868e-02 4.283766411244869371e-02 2.079307750115253484e-01 2.193019681897998840e-01
1.165451593697071006e-02 4.194989241659641266e-02 -1.126221343874931301e-02 3.923025396943557872e-05 -5.360116474330425124e-02 -4.233895130455493649e-02 3.546350412070751329e-02 4.306092783808708468e-02 2.142321777144725048e-01 2.255336214071912426e-01
1.377756958827376296e-02 4.086030647158622742e-02 -1.337668113410472870e-02 4.008885662187822163e-05 -5.353891886770725111e-02 -4.016223773360252242e-02 3.546341843903064867e-02 4.338947869837284088e-02 2.234996119380120994e-01 2.369163819287387063e-01
1.329410681501030922e-02 4.119136743247509003e-02 -1.289984174072742427e-02 3.942650182580109957e-05 -5.347065404057502885e-02 -4.057081229984760284e-02 3.546315878629684171e-02 4.356627613306045255e-02 2.284939532703501308e-01 2.414332215129033621e-01
1.397689357399940421e-02 4.001141339540481567e-02 -1.357495151460170676e-02 4.019420666736550765e-05 -5.340010970830917636e-02 -3.982515819370746613e-02 3.546345755457878252e-02 4.362252913415431976e-02 2.300698279852870232e-01 2.436849737065560906e-01
1.374979978427290882e-02 3.976554609835147858e-02 -1.334574967622756923e-02 4.040501917188521339e-05 -5.331917926669120511e-02 -3.997342959046364108e-02 3.546357303857803484e-02 4.390259757637977878e-02 2.379631778327476743e-01 2.513493325281471735e-01
1.424246160313486984e-02 3.993074968457221985e-02 -1.383954025804996421e-02 4.029213887406513366e-05 -5.324192605912685117e-02 -3.940238580107689043e-02 3.546357825398445407e-02 4.398769177496433119e-02 2.403624772348459115e-01 2.542423096317699693e-01
1.408823691308498313e-02 3.743742406368255615e-02 -1.368903741240501404e-02 3.991994126408826695e-05 -5.315898768603801589e-02 -3.946995027363300185e-02 3.546354658901691714e-02 4.426751285791397095e-02 2.482539710615236095e-01 2.619829284151926618e-01
1.457801796495914425e-02 3.865676000714302063e-02 -1.417396888136863639e-02 4.040491767227649418e-05 -5.306559950113296648e-02 -3.889163061976432662e-02 3.546351641416549405e-02 4.447339847683906555e-02 2.540605944767681534e-01 2.682749682758090448e-01
1.599964080378413200e-02 3.792726807296276093e-02 -1.558985337615013088e-02 4.097875935258343680e-05 -5.296578183770180026e-02 -3.737592846155166765e-02 3.546362072229385098e-02 4.464907795190811018e-02 2.590107000434082041e-01 2.746415321789109631e-01
1.613886812701821258e-02 3.706849180161952972e-02 -1.570933423936366966e-02 4.295339895179495351e-05 -5.286287628114223758e-02 -3.715354204177856445e-02 3.546372130513190946e-02 4.488642476499080797e-02 2.656997944045328408e-01 2.814520820428482728e-01
1.617880137637257507e-02 3.379498794674873352e-02 -1.574840173125267168e-02 4.303995847294572470e-05 -5.275836661458015164e-02 -3.700996488332748691e-02 3.546352200210094174e-02 4.510863348841667037e-02 2.719727466852377984e-01 2.877641883749634255e-01
1.664711171761155267e-02 3.700315207242965698e-02 -1.621982157230377267e-02 4.272900987416506085e-05 -5.264595858752727647e-02 -3.642613701522350034e-02 3.546335026621818404e-02 4.524908810853957991e-02 2.759394633779762573e-01 2.922020139601542166e-01
1.632921239361167023e-02 3.658435307443141937e-02 -1.591462753713130882e-02 4.145848251937423037e-05 -5.252759568393230299e-02 -3.661296814680099765e-02 3.546361476182937483e-02 4.544488564133643965e-02 2.814510293510399941e-01 2.974071153706906445e-01
1.670074174180626730e-02 3.711410611867904663e-02 -1.627539359033107827e-02 4.253480328770819780e-05 -5.240588709712028226e-02 -3.613049350678920746e-02 3.546359650790691098e-02 4.562468826770782471e-02 2.865217507550000264e-01 3.028396791486188122e-01
1.673237886279821396e-02 3.592738136649131775e-02 -1.630885675549507280e-02 4.235221931594424085e-05 -5.227806381881237169e-02 -3.596920706331729889e-02 3.546333722770213942e-02 4.573082141578197618e-02 2.895239137215174785e-01 3.058751226963284942e-01
1.735789300873875549e-02 3.447316214442253113e-02 -1.693378277122974465e-02 4.241104325046763095e-05 -5.214181803166866025e-02 -3.520803526043891907e-02 3.546322695910930634e-02 4.591499939560890475e-02 2.947214151790596981e-01 3.116976089935399319e-01
1.733621740713715484e-02 3.829160705208778381e-02 -1.690917052328586717e-02 4.270467870810534534e-05 -5.200831368565559526e-02 -3.509914316236972809e-02 3.546341210603713712e-02 4.630712457001209120e-02 3.057718312960414631e-01 3.227237064980354453e-01
1.647133035585284302e-02 3.652830421924591064e-02 -1.604736484587192605e-02 4.239654590492137047e-05 -5.186370350420475145e-02 -3.581633865833282193e-02 3.546328544616698941e-02 4.628599919378757754e-02 3.051807978633059304e-01 3.212705592550827993e-01
1.731912447139620850e-02 3.638593107461929321e-02 -1.688371486961841653e-02 4.354097072791773961e-05 -5.171494930982589722e-02 -3.483123444020748416e-02 3.546339794993400713e-02 4.646448902785778323e-02 3.102097292860803712e-01 3.271369851264266937e-01
1.636327542364597251e-02 3.607460483908653259e-02 -1.591326035559177329e-02 4.500149370869621770e-05 -5.156691633164882382e-02 -3.565365597605705400e-02 3.546339459717273712e-02 4.680977314710617343e-02 3.199462058975612866e-01 3.359044677468617235e-01
1.648632539436221262e-02 3.475886583328247070e-02 -1.604596525430679321e-02 4.403599741635844382e-05 -5.141281448304653445e-02 -3.536684922873974124e-02 3.546343185007572174e-02 4.689990282058716098e-02 3.224863013409835499e-01 3.385763025927067127e-01
1.603343850001692772e-02 3.546778671443462372e-02 -1.560046076774597099e-02 4.329775838414206830e-05 -5.124627798795700073e-02 -3.564581722021102628e-02 3.546373434364795407e-02 4.705823399126529694e-02 3.269396148453593276e-01 3.425833733714894191e-01
1.592213315889239381e-02 3.742263652384281158e-02 -1.549669057130813668e-02 4.254428204149007526e-05 -5.107841864228248457e-02 -3.558172807097435136e-02 3.546358607709407945e-02 4.713403992354869843e-02 3.290827335045927726e-01 3.446219683579423987e-01
1.577814035117626121e-02 3.508923202753067017e-02 -1.533854454755783150e-02 4.395956857479177144e-05 -5.090784095227718353e-02 -3.556929640471935550e-02 3.546335510909557481e-02 4.734487980604171892e-02 3.350366782855172532e-01 3.504191824016498757e-01
1.481229597702622344e-02 3.611319139599800110e-02 -1.437847465276718105e-02 4.338210674177389321e-05 -5.072302743792533875e-02 -3.634455278515815596e-02 3.546353206038475175e-02 4.754369780421256741e-02 3.406362830108953244e-01 3.550581397704042907e-01
1.480265771970152786e-02 3.505018725991249084e-02 -1.436586081981658901e-02 4.367967885627876696e-05 -5.053884722292423248e-02 -3.617298640310764174e-02 3.546362444758414945e-02 4.766022898256778995e-02 3.439187258670222680e-01 3.583282663656951472e-01
1.567027047276496957e-02 3.774321824312210083e-02 -1.522839739918708732e-02 4.418729731696658107e-05 -5.034801475703716556e-02 -3.511961735785007477e-02 3.546365089714527408e-02 4.770838469266891479e-02 3.452756127870645342e-01 3.605481974835685888e-01
1.428453987464308773e-02 3.694452717900276184e-02 -1.383994668722152675e-02 4.445931335794739425e-05 -5.016404017806053162e-02 -3.632409349083900313e-02 3.546343594789504866e-02 4.777490198612212996e-02 3.471594251602875270e-01 3.610438311608670237e-01
1.368336314335465501e-02 3.671065717935562134e-02 -1.325257159769535099e-02 4.307914314267690954e-05 -4.996319077908992906e-02 -3.671061918139457980e-02 3.546340204775333405e-02 4.807290546596050540e-02 3.555638401773256185e-01 3.688594909181636128e-01
1.255716308951377799e-02 3.720708191394805908e-02 -1.212937049567699467e-02 4.277926491340622577e-05 -4.975660033524036130e-02 -3.762722983956336836e-02 3.546346239745616635e-02 4.820593930780887881e-02 3.593128264573351993e-01 3.714849762179255888e-01
1.221868814900517464e-02 3.511905670166015625e-02 -1.178366653621196712e-02 4.350215676822699877e-05 -4.954095855355263034e-02 -3.775729201734066148e-02 3.546314090490341325e-02 4.823319129645824155e-02 3.600936088948919478e-01 3.719207775878721756e-01
1.113024959340691566e-02 3.605062328279018402e-02 -1.069704219698905910e-02 4.332075004640500857e-05 -4.933210872113704543e-02 -3.863506652414798459e-02 3.546350710093974790e-02 4.828557334840297838e-02 3.615566337138128583e-01 3.722969966608483672e-01
1.097258748486638034e-02 3.999936021864414215e-02 -1.055194772779941524e-02 4.206396479276008768e-05 -4.911490231752395352e-02 -3.856295458972454349e-02 3.546343632042407712e-02 4.833111204206943373e-02 3.628434538892039152e-01 3.734374655817961353e-01
1.003160211257636547e-02 3.896744176745414734e-02 -9.603095427155493996e-03 4.285067298042122546e-05 -4.889222532510757724e-02 -3.928912989795207977e-02 3.546331338584422788e-02 4.848494566977024078e-02 3.671860026693565815e-01 3.768319487694924974e-01
8.678208803758025169e-03 3.864399902522563934e-02 -8.244198188185692180e-03 4.340104533184785396e-05 -4.866304732859134952e-02 -4.041884914040565213e-02 3.546331413090229173e-02 4.881140701472759524e-02 3.763915812881557521e-01 3.846791805216732696e-01
8.725739223882556309e-03 4.164211638271808624e-02 -8.293747901916503906e-03 4.319913787185214324e-05 -4.843141771852969846e-02 -4.013766981661319455e-02 3.546358607709407945e-02 4.881791472434997281e-02 3.765645306667079195e-01 3.849014777064962978e-01
8.044589729979633591e-03 4.053895547986030579e-02 -7.618284597992896860e-03 4.263050614099484208e-05 -4.819355607032775601e-02 -4.057527147233486176e-02 3.546344637870788713e-02 4.861038848757744113e-02 3.707181182591494650e-01 3.783790333632833791e-01
7.834497932344674717e-03 4.164714179933071136e-02 -7.415169849991798401e-03 4.193282038613688336e-05 -4.795784354209899764e-02 -4.054267369210719923e-02 3.546338081359863559e-02 4.866543449461459975e-02 3.722728453340604649e-01 3.797299480044383779e-01
6.663117557764053345e-03 4.191514849662780762e-02 -6.230198219418526043e-03 4.329193616285920414e-05 -4.772219844162464003e-02 -4.149200022220611572e-02 3.546340502798557559e-02 4.884660802781581879e-02 3.773806544772462801e-01 3.836541446328276539e-01
4.884244652930647308e-03 4.220336861908435822e-02 -4.461416602134704243e-03 4.228281468385830386e-05 -4.748331829905509671e-02 -4.302190169692039767e-02 3.546343557536602020e-02 4.893752150237560411e-02 3.799430514281349480e-01 3.844467508449535553e-01
4.603856167523190553e-03 4.403361491858959198e-02 -4.184171929955482830e-03 4.196842128294520351e-05 -4.723332226276397844e-02 -4.304915033280849734e-02 3.546357452869415561e-02 4.896415546536445756e-02 3.806886676177009265e-01 3.849148079689393431e-01
4.187814483884721994e-03 4.416163451969623566e-02 -3.770407289266586304e-03 4.174072164460085061e-05 -4.698339216411114017e-02 -4.321298487484455386e-02 3.546336591243744174e-02 4.889919906854629794e-02 3.788651418171752883e-01 3.826772898280864643e-01
1.762360238353721884e-03 4.376245103776454926e-02 -1.336409151554107579e-03 4.259510606061667068e-05 -4.672873876988888064e-02 -4.539232961833476743e-02 3.546359688043594638e-02 4.899451360106468062e-02 3.815438339733591699e-01 3.829228382309738943e-01
1.794223647448234303e-03 4.262268543243408203e-02 -1.356717199087142944e-03 4.375064163468778404e-05 -4.647828266024589539e-02 -4.512156546115875244e-02 3.546326793730258942e-02 4.901607818901539126e-02 3.821647309912717949e-01 3.835651988319936367e-01
5.508625938091427521e-04 4.454397410154342651e-02 -1.375611871480941881e-04 4.133013972023036602e-05 -4.622516557574272295e-02 -4.608760438859462599e-02 3.546348288655280789e-02 4.881835393607616286e-02 3.765809210524759254e-01 3.767598123793442499e-01
5.743965157307684150e-05 4.594095982611179352e-02 3.568995743989944458e-04 4.143392434343695776e-05 -4.596437215805053433e-02 -4.632127173244952878e-02 3.546349219977855405e-02 4.910006932914257050e-02 3.845243737463803213e-01 3.849227072451227305e-01
-1.275041469489224168e-03 4.668706469237804413e-02 1.694890484213829084e-03 4.198490169073920832e-05 -4.570140726864337782e-02 -4.739629775285721103e-02 3.546320162713527402e-02 4.884269759058952609e-02 3.772782870466896976e-01 3.790151624325942548e-01
-1.473904532031156166e-03 4.885257966816425323e-02 1.883827894926071210e-03 4.099233883607667211e-05 -4.543984010815620145e-02 -4.732366800308227678e-02 3.546314314007759094e-02 4.898852780461311618e-02 3.813927211902667369e-01 3.833175414240289069e-01
-2.373427868587896054e-03 4.966249503195285797e-02 2.782268449664115906e-03 4.088405985385179791e-05 -4.517847783863544742e-02 -4.796074628829956332e-02 3.546341024339198789e-02 4.882600195705890517e-02 3.767994003278354320e-01 3.796225528373534108e-01
-3.762546321377158252e-03 5.017768219113349915e-02 4.179841279983520855e-03 4.172949702478945526e-05 -4.491803720593452731e-02 -4.909787848591804643e-02 3.546367548406124254e-02 4.893322363495826444e-02 3.798125255395750077e-01 3.840340963165833066e-01
-4.981218394823372711e-03 5.009311810135841370e-02 5.370236188173294241e-03 3.890177467837929861e-05 -4.464756809175014773e-02 -5.001780427992343764e-02 3.546298965811729709e-02 4.865655675530433655e-02 3.720376433010368911e-01 3.774467812638885311e-01
-4.888171190395950924e-03 5.077390000224113464e-02 5.293891206383705486e-03 4.057200494571589205e-05 -4.438212811946869174e-02 -4.967601932585239549e-02 3.546352908015251021e-02 4.861157052218913893e-02 3.707482527175870457e-01 3.760827159289164556e-01
-6.715977285057306463e-03 5.111606232821941376e-02 7.129693031311034809e-03 4.137159266974777254e-05 -4.411470331251621246e-02 -5.124439634382724901e-02 3.546367585659027100e-02 4.857399724423885207e-02 3.696830932105022449e-01 3.768541578344830612e-01
-7.039083028212189327e-03 5.111088976263999939e-02 7.432078197598457510e-03 3.929952399630565332e-05 -4.384261220693588118e-02 -5.127469040453434129e-02 3.546359464526176175e-02 4.846199862658977231e-02 3.665281004642370610e-01 3.739994781858317907e-01
-7.256742124445736755e-03 5.236315540969371796e-02 7.648556306958198374e-03 3.918141264875884828e-05 -4.357603900134563585e-02 -5.122459530830383162e-02 3.546366542577743253e-02 4.860599450767040530e-02 3.705857509012488449e-01 3.782734886208558023e-01
-7.959275087341666916e-03 5.233675055205821991e-02 8.361839130520820965e-03 4.025640555482823402e-05 -4.331910535693168918e-02 -5.168094448745250841e-02 3.546356745064258714e-02 4.808366820216179033e-02 3.558610049236507478e-01 3.642631004597263744e-01
-8.715447271242737770e-03 5.432263016700744629e-02 9.099938720464707115e-03 3.844913444481789930e-05 -4.306217245757579942e-02 -5.216211117804050307e-02 3.546305224299430708e-02 4.813435710966586928e-02 3.573100470734990597e-01 3.664484349284086173e-01
-9.409300656989217151e-03 5.215750262141227722e-02 9.797447174787522056e-03 3.881465527229010788e-05 -4.279793314635753354e-02 -5.259538032114505907e-02 3.546360880136489868e-02 4.803046844899654111e-02 3.543593016059217171e-01 3.641955634359815286e-01
-1.003394084982573917e-02 5.185508169233798981e-02 1.041922792792320321e-02 3.852869922411627796e-05 -4.253152832388877591e-02 -5.295075625181198259e-02 3.546319864690303941e-02 4.795134849846362929e-02 3.521439218032584861e-01 3.626016784304058049e-01
-1.141185835003852810e-02 5.248035863041877747e-02 1.178898215293884208e-02 3.771237898035906526e-05 -4.227599352598190169e-02 -5.406497567892074724e-02 3.546373881399631639e-02 4.778442904353141785e-02 3.474165624162879884e-01 3.592432569482071902e-01
-1.152863362804055179e-02 5.179865472018718719e-02 1.190799362957477639e-02 3.793599498749245094e-05 -4.201731048524379869e-02 -5.392530411481857161e-02 3.546341471374035020e-02 4.767951145768165727e-02 3.444704025882677767e-01 3.564163322128300337e-01
-1.178660737350583146e-02 5.634380690753459930e-02 1.215900070965290035e-02 3.723932532011531564e-05 -4.176260568201541762e-02 -5.392160639166831970e-02 3.546340167522430559e-02 4.757699742913246155e-02 3.415801976500597026e-01 3.537764376850327519e-01
-1.315715806558728253e-02 5.369490198791027069e-02 1.353567652404308319e-02 3.785184198932256414e-05 -4.151081405580044070e-02 -5.504649057984352389e-02 3.546341769397258481e-02 4.749110639095306674e-02 3.391576299958694585e-01 3.527311583619018864e-01
-1.327881664037704537e-02 5.470127798616886139e-02 1.364847496151924168e-02 3.696584753924981031e-05 -4.126032479107379775e-02 -5.490879975259303769e-02 3.546304181218147555e-02 4.735111296176910262e-02 3.352242374530003399e-01 3.489096782620588200e-01
