# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std real_increment_mean fake_increment_mean increment_std_rel_error increment_mean_abs_error checkpoint_selection_score
5.682198810577392400e+00 -1.790592968463897705e-01 8.380144834518432617e-03 5.690578997135162798e-01 1.712927863001823536e-01 1.629126414656639210e-01 3.405646272003650527e-02 3.080330174416303496e-02 5.204863520339131702e-03 5.210906593129038464e-03 9.552257386566483099e-02 1.774427614343513748e-04 6.731380611751338616e-01
4.495817208290100453e+00 -2.169658690690994263e-01 1.185008883476257324e-02 4.507667332887649314e-01 2.168061077594757025e-01 2.049560189247131292e-01 3.405671492218971530e-02 3.139517121016979079e-02 5.204863334074616606e-03 5.183991929516196424e-03 7.815033593294815062e-02 6.128425658638184201e-04 5.413800006223394856e-01
3.247734689712524325e+00 -2.810022383928298950e-01 1.131707578897476162e-02 3.259051829576492532e-01 2.700791746377945168e-01 2.587620988488197327e-01 3.405669294297695299e-02 3.203896470367908339e-02 5.204863427206873720e-03 5.133193172514438803e-03 5.924615882748862639e-02 2.104439641580350961e-03 3.985728572156930216e-01
2.099320483207702814e+00 -3.472795188426971436e-01 1.043737530708313023e-02 2.109757870435714777e-01 3.310369312763213889e-01 3.205995559692382812e-01 3.405678905546664914e-02 3.268134370446205278e-02 5.204863473773002278e-03 5.184186948463320385e-03 4.038681828530834433e-02 6.071190468191206687e-04 2.624070996827820856e-01
1.203803938627242998e+00 -4.146654903888702393e-01 6.394478678703308279e-03 1.210198409855365725e-01 3.928948640823364258e-01 3.865003854036331288e-01 3.405641429126262526e-02 3.343824408948421756e-02 5.204863566905260260e-03 5.139127699658274304e-03 1.815135899139128095e-02 1.930205179055525990e-03 1.474958838346866752e-01
6.323783159255981223e-01 -4.602713584899902344e-01 4.715293645858764540e-04 6.328498423099518377e-02 4.471330881118774636e-01 4.466615587472915760e-01 3.405635803937911987e-02 3.424964472651481628e-02 5.204863427206873720e-03 4.997589625418186188e-03 5.675494922461318814e-03 6.086199867376663152e-03 7.551820838541904723e-02
3.490303754806518555e-01 -5.409992635250091553e-01 -1.367820203304290737e-02 3.353521768003701886e-02 4.873613834381103627e-01 5.010395854711532371e-01 3.405540771782398363e-02 3.495981283485889712e-02 5.204863380640745163e-03 5.026607727631926710e-03 2.655687239166446348e-02 5.234283332637605993e-03 7.900457543738199917e-02
2.397871270775794872e-01 -5.505251288414001465e-01 -3.757973909378051897e-02 2.022073864936828683e-02 5.095778912305831687e-01 5.471576303243637085e-01 3.405577093362808366e-02 3.577543124556541165e-02 5.204863473773002278e-03 4.988276399672031403e-03 5.049541574725500276e-02 6.359775983833155372e-03 1.146556694742369570e-01
1.567249879240989741e-01 -5.238574147224426270e-01 -1.484719812870025600e-02 1.418777871876955067e-02 5.166638374328613725e-01 5.315110355615615401e-01 3.405679799616336684e-02 3.649573586881160736e-02 5.204863473773002278e-03 5.118526518344879150e-03 7.161383383286305804e-02 2.535087280821709740e-03 1.031838979611545692e-01
1.374021217226982228e-01 -5.389093756675720215e-01 -3.013252615928650041e-02 1.072695953771471943e-02 5.142061710357666016e-01 5.443386971950531228e-01 3.405642807483673373e-02 3.717509955167770663e-02 5.204863380640745163e-03 5.028228182345629085e-03 9.157365152611796066e-02 5.186545045234498309e-03 1.376196822683536658e-01
1.383533850312232971e-01 -5.662176012992858887e-01 -5.651594400405883512e-02 8.183743944391608585e-03 5.064102888107300249e-01 5.629262328147888184e-01 3.405623883008956909e-02 3.767209798097610751e-02 5.204863240942358624e-03 5.185968615114689220e-03 1.061731792762053428e-01 5.548065927474265819e-04 1.714276738174032311e-01
1.197200939059257507e-01 -4.957130253314971924e-01 -5.403648018836974820e-02 6.568361306563019753e-03 4.950829714536666981e-01 5.491194516420364602e-01 3.405692353844642917e-02 3.829180523753165921e-02 5.204863473773002278e-03 5.071905581280589451e-03 1.243471593721663937e-01 3.903990104638029555e-03 1.888559909717371643e-01
8.637125641107559759e-02 -4.938808381557464600e-01 -3.112924396991729667e-02 5.524201178923248898e-03 4.835566073656082375e-01 5.146858513355254683e-01 3.405644409358501296e-02 3.884414955973625183e-02 5.204863427206873720e-03 5.058351252228021448e-03 1.405814844572245148e-01 4.302039713011253028e-03 1.815369693190762856e-01
1.118291966617107336e-01 -5.008319020271301270e-01 -6.521165072917937955e-02 4.661754565313458096e-03 4.706697940826415905e-01 5.358814448118209839e-01 3.405646830797195296e-02 3.922282680869102617e-02 5.204863473773002278e-03 5.125120328739285296e-03 1.516997726789547918e-01 2.341497782748928717e-03 2.239146757561965295e-01
8.904413655400275629e-02 -4.963021874427795410e-01 -4.750722944736480990e-02 4.153690789826214660e-03 4.566956818103790061e-01 5.042029112577438577e-01 3.405619673430919370e-02 3.956711590290069858e-02 5.204863473773002278e-03 5.140378419309854334e-03 1.618183971458512227e-01 1.893489603796255768e-03 2.153728069868384998e-01
7.850753515958786011e-02 -4.780581742525100708e-01 -4.028589725494384488e-02 3.822163701988756570e-03 4.432106107473373635e-01 4.834965080022811668e-01 3.405651785433292528e-02 4.006435647606849948e-02 5.204863473773002278e-03 5.003801686689257969e-03 1.764078948780374023e-01 5.903768199022142726e-03 2.264197240339921591e-01
7.783657275140284937e-02 -4.110526144504547119e-01 -4.149857759475707869e-02 3.633799613453447819e-03 4.292814940214156882e-01 4.707800716161728016e-01 3.405678085982799530e-02 4.044724404811859270e-02 5.204863427206873720e-03 5.060377670451999058e-03 1.876414337105151708e-01 4.242496005283392761e-03 2.370163069240091014e-01
7.662746198475360593e-02 -4.664707928895950317e-01 -4.097221791744232178e-02 3.565524355508387089e-03 4.150625437498092762e-01 4.560347616672515980e-01 3.405663631856441220e-02 4.062721170485019545e-02 5.204863566905260260e-03 5.038078827783465559e-03 1.929308380496521647e-01 4.897275748456179391e-03 2.423658560710590659e-01
5.908531844615936418e-02 -4.293023049831390381e-01 -2.589527666568756242e-02 3.319004131481051272e-03 4.006167948246002197e-01 4.265120714902878030e-01 3.405662700533866605e-02 4.089979119598865370e-02 5.204863427206873720e-03 5.102596757933497255e-03 2.009348779424435794e-01 3.002841980045248098e-03 2.331520007196574429e-01
4.677111692726611952e-02 -3.901507705450057983e-01 -1.405007243156433140e-02 3.272104403004050342e-03 3.863179206848144642e-01 4.003679931163787731e-01 3.405621051788330217e-02 4.115316271781921387e-02 5.204863473773002278e-03 5.057236785069108356e-03 2.083893683943735531e-01 4.334794930341374572e-03 2.300463401592832968e-01
